name,artist,release_date,length (minutes),popularity,danceability,acousticness,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence,hit
If I Was Your Girlfriend,Prince,1987,5.03,48,0.87,0.46,0.366,0.0139,1,0.071,-18.998,0.0977,96.74,4,0.819,0
Throw Your Arms Around Me,Various Artists,2013,3.97,51,0.379,0.699,0.458,0.0,4,0.333,-8.101,0.0279,105.632,4,0.469,0
Beginning To See The Light,The Velvet Underground,2014,4.67,36,0.591,0.118,0.562,0.702,2,0.157,-10.439,0.0291,124.401,4,0.776,0
That's All - Remastered 2007,Genesis,1983,4.44,61,0.579,0.253,0.669,0.0257,4,0.0911,-8.704,0.0326,175.181,4,0.798,1
Ants Marching,Dave Matthews Band,1994,4.52,62,0.637,0.0187,0.856,1.99e-05,2,0.0157,-4.34,0.034,113.32,4,0.846,1
Blood Sugar Sex Magik,Red Hot Chili Peppers,1991,4.52,52,0.63,0.000282,0.794,0.429,9,0.298,-10.2,0.0921,146.574,4,0.836,0
Superman (It's Not Easy),Five For Fighting,2000,3.69,70,0.382,0.0733,0.416,0.0,0,0.0719,-9.303,0.0302,102.089,4,0.125,1
Downfall,TRUSTcompany,2002,3.19,59,0.31,0.000106,0.94,2.21e-06,6,0.205,-3.395,0.106,128.682,5,0.454,1
First Date,blink-182,2001,2.86,73,0.579,0.000715,0.928,0.0,0,0.18,-4.344,0.0411,95.594,4,0.882,1
Serenity,Godsmack,2007,4.57,48,0.684,0.027,0.659,5.9e-06,9,0.15,-5.713,0.0234,110.159,4,0.319,0
Given Up,Linkin Park,2007,3.15,68,0.655,0.00117,0.885,0.000473,7,0.0448,-4.116,0.0438,100.088,4,0.938,1
Travelin' Band,Creedence Clearwater Revival,1970,2.12,59,0.513,0.0166,0.92,0.0282,6,0.178,-6.664,0.0511,166.186,4,0.963,1
Novocaine For The Soul,Eels,2008,3.13,51,0.393,0.0127,0.765,0.0272,6,0.0875,-7.739,0.0649,169.288,4,0.349,0
Remember (Walkin' In The Sand),The Shangri-Las,1996,2.3,52,0.285,0.733,0.513,0.167,10,0.226,-9.61,0.0561,66.344,4,0.369,0
Fool To Cry - Remastered 2009,The Rolling Stones,1976,5.09,55,0.444,0.892,0.454,0.0546,5,0.114,-7.434,0.0419,67.848,4,0.236,1
In the Ghetto,Elvis Presley,1969,2.79,65,0.404,0.716,0.266,0.133,10,0.107,-16.688,0.0334,88.916,4,0.491,1
Head On,The Jesus and Mary Chain,1989,4.19,48,0.561,0.000179,0.871,0.237,0,0.0925,-5.48,0.0314,138.978,4,0.517,0
Roots Bloody Roots,Sepultura,1996,3.54,61,0.428,0.000337,0.874,0.0419,4,0.311,-6.664,0.128,119.708,4,0.261,1
That's the Way of the World,"Earth, Wind & Fire",1975,5.76,57,0.586,0.593,0.552,0.00101,1,0.31,-11.153,0.0488,82.0,4,0.732,1
Right Here Waiting,Richard Marx,1989,4.41,76,0.395,0.8,0.252,0.0,0,0.101,-13.589,0.0301,177.679,4,0.126,1
Midnight Rambler - Live,The Rolling Stones,2020,10.34,40,0.306,0.108,0.957,0.0994,4,0.9,-5.216,0.0984,143.646,4,0.263,0
Lazy,Deep Purple,1972,7.38,41,0.356,0.196,0.66,0.587,7,0.0934,-11.451,0.0632,187.837,4,0.409,0
You Again - Originally By Shihad,earthtone9,2004,4.59,1,0.355,1.49e-05,0.747,0.52,0,0.163,-6.168,0.0486,141.6,3,0.446,0
Counting the Beat,Various Artists,2020,3.07,21,0.414,0.202,0.673,0.0327,9,0.272,-8.405,0.0678,195.062,4,0.919,0
Elected,Alice Cooper,1973,4.13,38,0.295,0.0604,0.74,0.142,9,0.193,-13.073,0.0344,135.299,4,0.506,0
Dirty Water,The Standells,1966,2.79,45,0.62,0.181,0.781,0.0,9,0.187,-5.938,0.0379,144.707,4,0.864,0
The Seeker - Edit,The Who,1971,3.17,61,0.318,0.101,0.657,3.01e-06,2,0.144,-11.829,0.0358,177.477,4,0.753,1
Sisters Are Doin' It For Themselves - (Tribute to The Eurythmics & Aretha Franklin),Studio Allstars,2009,4.12,0,0.729,0.246,0.8,3.12e-05,5,0.102,-8.523,0.0339,138.156,4,0.961,0
Seein' Red,Unwritten Law,2001,3.78,47,0.49,0.039,0.74,0.0,6,0.13,-5.369,0.0319,103.032,4,0.282,0
Cold,Crossfade,2004,3.24,68,0.451,6.06e-05,0.815,0.0,2,0.27,-5.55,0.0368,147.974,4,0.618,1
Shout,Tears For Fears,1985,6.56,71,0.511,0.174,0.942,1.87e-05,0,0.139,-10.407,0.0429,97.909,4,0.498,1
I Don't Know - EP Version,The Sheepdogs,2011,3.18,48,0.574,0.0962,0.644,0.201,2,0.172,-5.13,0.0268,79.967,4,0.771,0
Detachable Penis,King Missile,1992,3.39,44,0.693,0.0513,0.767,0.00279,2,0.0278,-8.639,0.0329,111.421,4,0.822,0
DARE,Gorillaz,2005,4.08,74,0.76,0.0226,0.891,0.0868,11,0.298,-5.852,0.0372,120.265,4,0.966,1
Reckless (Don't Be So...) - Remastered,Australian Crawl,1983,5.4,56,0.7,0.168,0.339,8.3e-05,2,0.0772,-10.101,0.0345,60.197,4,0.219,1
Holy Wars...The Punishment Due - Remastered 2004,Megadeth,1990,6.54,66,0.325,0.00177,0.985,0.107,11,0.351,-3.941,0.151,125.307,4,0.221,1
Beautiful Dangerous (feat. Fergie),Slash,2010,4.64,38,0.525,0.00523,0.799,0.0,6,0.262,-5.387,0.0357,98.139,4,0.53,0
Phasors On Stun,FM,1977,3.82,32,0.482,0.0791,0.847,0.168,4,0.126,-10.456,0.0528,125.111,4,0.702,0
Waiting for the Bus / Jesus Just Left for Chicago,CMH Steel,2002,6.73,2,0.425,0.0943,0.493,0.871,0,0.332,-11.276,0.0306,111.823,4,0.452,0
Sara - 2015 Remaster,Fleetwood Mac,1979,4.59,63,0.735,0.423,0.534,0.00267,10,0.204,-12.154,0.0295,127.01,4,0.551,1
Face Down,The Red Jumpsuit Apparatus,2006,3.2,75,0.545,0.000665,0.932,0.0,7,0.127,-2.189,0.0399,92.956,4,0.464,1
Optimistic,Radiohead,2000,5.27,54,0.403,0.0496,0.757,0.848,7,0.305,-9.931,0.0371,157.957,4,0.573,1
Destiny,Zero 7,2001,5.64,58,0.63,0.217,0.576,0.686,7,0.129,-9.046,0.0304,138.009,4,0.471,1
Ain't Too Proud To Beg - Remastered,The Rolling Stones,1974,3.51,37,0.588,0.686,0.906,0.0973,4,0.425,-4.613,0.0441,128.641,4,0.889,0
Pink Cadillac - Single B-Side - 1984,Bruce Springsteen,1998,3.55,52,0.636,0.367,0.924,0.0,9,0.243,-4.886,0.0758,129.337,4,0.72,0
Lady Picture Show,Stone Temple Pilots,1996,4.11,46,0.343,0.0148,0.936,3.37e-05,4,0.113,-4.897,0.0386,156.905,4,0.522,0
The Shape I'm In - Remastered 2000,The Band,1970,4.01,52,0.723,0.243,0.672,0.00373,7,0.299,-7.875,0.0356,128.079,4,0.958,0
We've Got Tonight,Bob Seger,1978,4.69,57,0.52,0.271,0.451,0.000285,11,0.196,-6.418,0.0269,130.189,4,0.333,1
Jerry Was A Racecar Driver - 2013 Mix,Primus,1991,3.18,28,0.518,0.135,0.966,0.303,6,0.317,-4.505,0.0987,122.582,4,0.725,0
Teach Your Children,"Crosby, Stills, Nash & Young",1970,2.89,64,0.497,0.643,0.285,1.66e-05,2,0.389,-14.537,0.0264,154.7,4,0.667,1
Counting Blue Cars (Tell Me Your Thoughts On God),Various Artists,2015,4.84,46,0.462,0.0065,0.786,4.31e-05,2,0.27,-4.361,0.028,100.353,4,0.388,0
Vindicated,Dashboard Confessional,2007,3.36,52,0.513,0.0272,0.811,0.0,3,0.0855,-3.391,0.0348,86.012,4,0.323,0
Wheel in the Sky,Journey,1978,4.2,63,0.441,0.084,0.745,2.22e-05,2,0.136,-8.623,0.0741,105.191,4,0.368,1
Run,Snow Patrol,2004,5.91,64,0.371,0.000464,0.64,4.43e-05,9,0.168,-6.02,0.0301,74.537,4,0.197,1
Punk Rock Girl,The Dead Milkmen,1988,2.64,51,0.557,0.00793,0.699,0.0,2,0.536,-11.625,0.0453,129.492,4,0.887,0
Neon Sunrise - Bonus Track,I Am Giant,2014,4.56,12,0.41,2.26e-05,0.918,0.0138,5,0.207,-5.916,0.0358,163.619,4,0.582,0
Bed Of Roses,Bon Jovi,1992,6.57,73,0.309,0.101,0.596,0.0,5,0.21,-5.599,0.0293,164.587,3,0.161,1
Only the Good Die Young,Billy Joel,1977,3.93,66,0.579,0.159,0.872,0.0,0,0.0935,-6.126,0.159,76.214,4,0.761,1
Poison Girl,HIM,2014,3.85,31,0.521,0.019,0.831,1.7e-06,6,0.0566,-4.783,0.0428,123.663,4,0.52,0
Are You Experienced?,Jimi Hendrix,1967,4.26,49,0.403,0.0277,0.763,0.00985,8,0.148,-6.727,0.118,82.812,4,0.455,0
I Love It Loud,KISS,1982,4.26,58,0.414,0.000402,0.897,1.85e-06,5,0.0809,-6.406,0.0538,170.916,4,0.263,1
The Good Left Undone,Rise Against,2006,3.02,49,0.179,0.000187,0.98,0.0,1,0.121,-3.791,0.168,196.983,5,0.521,0
Shop Around,Smokey Robinson & The Miracles,1998,2.82,12,0.549,0.692,0.703,0.0,7,0.675,-4.923,0.0291,132.082,4,0.908,0
Rid Of Me,PJ Harvey,1993,4.48,51,0.715,0.00485,0.0885,0.00694,9,0.155,-20.682,0.0521,125.383,4,0.544,0
A Kind Of Magic - Remastered 2011,Queen,1986,4.4,68,0.67,0.0184,0.776,0.00294,9,0.128,-5.874,0.0356,130.128,4,0.703,1
Fooling Yourself (The Angry Young Man),Styx,1977,5.53,47,0.373,0.119,0.447,0.000243,2,0.115,-13.646,0.0289,102.855,4,0.516,0
Kentucky Woman,Deep Purple,1968,4.74,32,0.343,0.035,0.396,0.00364,0,0.189,-10.395,0.0363,171.411,4,0.314,0
One Fine Day,The Chiffons,2004,2.14,60,0.251,0.488,0.868,7.34e-06,1,0.814,-2.685,0.128,177.13,4,0.599,1
Happy?,Mudvayne,2005,3.61,68,0.546,0.000823,0.971,2.11e-05,5,0.275,-2.661,0.0965,100.078,4,0.383,1
Changed the Locks,Lucinda Williams,2014,3.73,36,0.52,0.227,0.717,0.0,9,0.113,-6.003,0.0351,139.501,4,0.412,0
Veronica,Elvis Costello,1989,3.16,53,0.63,0.128,0.757,4.9e-05,0,0.355,-6.731,0.0359,153.989,4,0.737,1
Mama Kin,Aerosmith,1973,4.45,51,0.426,0.122,0.751,0.00144,4,0.271,-10.91,0.0403,153.359,4,0.889,0
"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",Yes,1972,18.69,46,0.222,0.265,0.597,0.155,5,0.411,-10.924,0.056,80.654,3,0.251,0
Talk Shows on Mute,Incubus,2004,3.81,52,0.723,0.141,0.584,0.0,0,0.0917,-5.729,0.0259,114.072,4,0.62,0
Blue Monday,Orgy,1998,4.45,61,0.589,8.65e-05,0.696,3.43e-05,8,0.0779,-8.109,0.034,129.833,4,0.938,1
The Dark End of the Street,James Carr,2013,2.57,45,0.508,0.797,0.397,0.0545,7,0.11,-8.535,0.0273,75.168,4,0.364,0
We Are The World,U.S.A. For Africa,1985,7.12,68,0.528,0.189,0.447,0.0,4,0.0745,-15.255,0.0435,72.58,4,0.292,1
When I Grow Up,Garbage,1998,3.41,39,0.581,0.000772,0.841,2.52e-05,7,0.754,-7.183,0.0386,139.873,4,0.742,0
Love Rollercoaster,Classic Sounds,2014,4.44,24,0.751,0.283,0.88,0.0117,2,0.129,-5.853,0.028,117.062,4,0.614,0
You Might Think,The Cars,1984,3.08,60,0.728,0.109,0.855,0.000576,2,0.113,-6.031,0.0333,133.887,4,0.971,1
Get Together,The Youngbloods,1967,4.65,54,0.542,0.467,0.492,0.00105,2,0.0863,-11.927,0.0256,103.064,4,0.58,1
Cornflake Girl,Tori Amos,1994,5.09,60,0.631,0.4,0.638,0.000516,7,0.216,-8.958,0.0274,133.739,4,0.812,1
And We'll Defy,I Am Giant,2011,4.17,23,0.551,0.00452,0.714,0.0029,4,0.261,-6.448,0.0336,125.812,4,0.193,0
Got My Mind Set On You - Remastered 2004,George Harrison,1987,3.91,71,0.767,0.465,0.854,2.03e-06,4,0.485,-6.947,0.0426,149.206,4,0.963,1
Something In The Air,Thunderclap Newman,1969,3.91,54,0.506,0.307,0.402,1.25e-05,8,0.0814,-11.743,0.0256,94.221,4,0.54,1
Say You Love Me,Fleetwood Mac,1975,4.17,64,0.723,0.0187,0.596,0.00513,9,0.16,-13.436,0.0308,128.068,4,0.962,1
Da Ya Think I'm Sexy?,Rod Stewart,1978,5.52,69,0.715,0.0143,0.689,0.000192,2,0.111,-8.065,0.029,111.504,4,0.852,1
Smokin',Boston,1976,4.36,63,0.197,0.000545,0.798,0.414,2,0.187,-7.334,0.0656,175.068,4,0.525,1
Don't Come Around Here No More,Tom Petty and the Heartbreakers,1985,5.12,56,0.502,0.00105,0.54,0.00849,10,0.243,-15.93,0.0318,160.531,4,0.922,1
Only,Nine Inch Nails,2005,4.38,46,0.7,0.000576,0.807,0.00488,9,0.0996,-5.711,0.029,112.15,4,0.963,0
Rollin' (Air Raid Vehicle),Limp Bizkit,2000,3.56,74,0.603,0.00591,0.933,0.0,1,0.206,-3.358,0.171,96.306,4,0.709,1
Are You In?,Incubus,2001,4.4,61,0.526,0.24,0.587,0.243,2,0.886,-8.733,0.039,93.986,4,0.364,1
"April 29, 1992 (Miami)",Sublime,1996,3.89,43,0.752,0.0145,0.688,4.43e-05,2,0.185,-5.588,0.129,78.937,4,0.72,0
Bat Country,Avenged Sevenfold,2005,5.2,69,0.541,0.000248,0.968,8.28e-06,0,0.423,-4.129,0.0396,125.04,4,0.505,1
The Promised Land,Bruce Springsteen,1978,4.47,48,0.568,0.0152,0.793,0.000737,7,0.134,-6.575,0.0339,115.11,4,0.821,0
You're Beautiful,James Blunt,2005,3.49,76,0.675,0.633,0.479,1.76e-05,0,0.088,-9.87,0.0278,81.998,4,0.454,1
The Great Gig in the Sky,Pink Floyd,1973,4.73,66,0.275,0.768,0.216,0.897,5,0.0832,-13.818,0.0345,116.388,4,0.181,1
Anything Goes,Cole Porter,2011,5.8,49,0.617,0.682,0.438,0.00218,7,0.28,-8.707,0.17,98.823,4,0.725,0
Stop! In The Name Of Love - Single Version,The Supremes,1965,2.88,64,0.612,0.531,0.444,0.0,0,0.126,-12.752,0.0293,114.961,4,0.503,1
Psycho,The Sonics,1991,2.35,44,0.567,0.671,0.643,0.0,0,0.588,-11.354,0.0367,140.543,4,0.717,0
This is Radio Clash,The Clash,2013,4.21,43,0.918,0.0423,0.764,0.000338,11,0.134,-5.548,0.102,122.351,4,0.752,0
I Get It,Chevelle,2007,3.92,51,0.506,9.2e-05,0.963,0.000424,3,0.147,-3.805,0.0709,124.462,4,0.352,0
Ready To Fall,Rise Against,2006,3.8,47,0.446,9.33e-05,0.985,0.000342,1,0.0787,-3.784,0.0719,128.573,4,0.496,0
Romeo and Juliet,Dire Straits,1980,6.02,55,0.602,0.437,0.574,0.00415,5,0.0751,-8.169,0.0278,87.318,4,0.486,1
Still Frame,Trapt,2002,4.52,50,0.445,0.000866,0.932,0.0,4,0.108,-4.739,0.316,113.945,4,0.51,0
Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,2008,5.6,65,0.516,0.000254,0.884,0.000347,2,0.0478,-3.706,0.0448,107.96,4,0.448,1
I Will Buy You A New Life,Everclear,1997,3.97,55,0.518,0.0351,0.87,0.00707,0,0.255,-4.933,0.098,169.665,4,0.661,1
Sail Away - Remastered,Randy Newman,1972,2.89,36,0.341,0.936,0.161,0.000488,5,0.12,-12.324,0.0326,134.75,4,0.0961,0
Africa,TOTO,1982,4.93,83,0.671,0.257,0.373,8.01e-05,9,0.0481,-18.064,0.0323,92.718,4,0.732,1
Raise The Alarm,The Living End,2008,3.62,36,0.37,3.03e-05,0.975,0.000813,2,0.0475,-4.255,0.107,160.186,4,0.407,0
Little Talks,Of Monsters and Men,2012,4.44,59,0.445,0.0206,0.757,0.0,1,0.146,-5.177,0.0322,102.878,4,0.421,1
Twilight Zone,Golden Earring,2008,7.97,57,0.656,0.00785,0.756,3.49e-05,11,0.0927,-6.516,0.0399,118.56,4,0.542,1
Cemetry Gates - 2011 Remaster,The Smiths,1986,2.68,54,0.55,0.151,0.796,0.0,7,0.222,-7.007,0.0306,105.354,4,0.622,1
Hello It's Me,Todd Rundgren,1972,4.4,55,0.578,0.0563,0.848,0.00426,5,0.0963,-6.842,0.0261,87.246,4,0.779,1
Not Your Fault,AWOLNATION,2011,4.04,54,0.597,0.000775,0.733,0.0,5,0.0612,-5.238,0.0348,144.028,4,0.639,1
Swallowed - Remastered,Bush,1996,4.85,52,0.253,0.0014,0.565,0.000225,1,0.272,-6.116,0.0368,179.492,4,0.127,0
Is She Really Going Out With Him?,Joe Jackson,1979,3.58,59,0.874,0.0353,0.318,1.69e-05,3,0.217,-6.869,0.0454,116.117,4,0.919,1
We're Here For A Good Time (Not A Long Time),Trooper,1977,3.57,51,0.756,0.471,0.616,1.05e-06,9,0.0915,-11.866,0.0568,122.199,4,0.977,0
Addicted,Saving Abel,2008,3.71,68,0.512,0.000821,0.864,0.0,7,0.0982,-4.146,0.0338,138.018,4,0.527,1
Prime Mover (Re-Recorded Version),Zodiac Mindwarp & The Love Reaction,2009,3.2,17,0.459,0.0189,0.933,9.74e-06,0,0.15,-3.903,0.0882,152.043,4,0.455,0
Little Black Backpack (Remastered),Stroke 9,2010,3.75,50,0.452,0.000136,0.85,0.0,7,0.0988,-4.918,0.0503,118.1,4,0.324,0
Look Around,Red Hot Chili Peppers,2011,3.47,59,0.56,0.005,0.953,1.6e-05,7,0.226,-2.372,0.0851,111.911,4,0.519,1
No Resolution,Seether,2011,3.14,26,0.552,8.86e-06,0.894,0.0115,5,0.0904,-4.637,0.0299,121.979,4,0.699,0
No Cars Go,Arcade Fire,2007,5.73,58,0.324,0.000609,0.772,0.173,1,0.12,-6.95,0.0371,135.737,4,0.291,1
No Ordinary Thing,Opshop,2005,5.46,34,0.508,0.0206,0.632,0.0152,4,0.133,-4.873,0.0284,76.991,4,0.182,0
That's When I Reach For My Revolver,Mission Of Burma,1981,3.89,50,0.3,0.00194,0.915,0.000338,4,0.147,-5.691,0.049,147.119,4,0.51,0
What's This Life For,Creed,1997,4.14,53,0.393,0.00966,0.78,1.37e-05,7,0.105,-4.771,0.0317,141.772,4,0.204,1
Crazy,Willie Nelson,1962,2.88,46,0.509,0.849,0.194,9.82e-05,0,0.0931,-12.424,0.0289,99.488,3,0.296,0
Holiday in Cambodia,Dead Kennedys,1987,3.75,62,0.133,0.00344,0.927,0.00044,7,0.0915,-5.371,0.0741,197.708,4,0.5,1
Blue Collar Man (Long Nights),Styx,1978,4.12,53,0.445,0.0112,0.598,0.0,2,0.057,-11.264,0.0363,124.25,4,0.778,1
Changes - 2013 Remaster,Black Sabbath,1972,4.71,49,0.29,0.0321,0.215,1.66e-05,0,0.106,-12.762,0.0327,80.814,3,0.191,0
Lakeside Park - Live,Rush,1975,4.13,41,0.5,0.106,0.611,0.000565,7,0.112,-11.639,0.0354,94.993,4,0.396,0
The Rain Song - Remaster,Led Zeppelin,1973,7.65,62,0.336,0.317,0.318,0.0716,0,0.111,-11.412,0.0263,79.66,4,0.24,1
Scarlet Begonias - 2013 Remaster,Grateful Dead,1974,4.33,59,0.537,0.314,0.559,0.000795,4,0.116,-12.224,0.0315,167.758,4,0.918,1
Spinning Wheel,"Blood, Sweat & Tears",1968,4.12,51,0.695,0.315,0.503,2.47e-05,7,0.261,-9.313,0.0605,96.818,4,0.542,0
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,1997,3.59,72,0.544,0.241,0.897,0.0,3,0.13,-6.056,0.0471,157.17,4,0.647,1
I'll Wait - 2015 Remaster,Van Halen,1984,4.67,58,0.626,0.232,0.852,4.12e-06,2,0.501,-4.584,0.0359,115.397,4,0.864,1
The Trees,Rush,1978,4.71,48,0.445,0.175,0.721,0.00404,2,0.186,-10.048,0.0392,135.742,5,0.328,0
Radio Nowhere,Bruce Springsteen,2007,3.32,56,0.395,0.00962,0.955,0.0,9,0.36,-3.799,0.0488,140.219,4,0.658,1
Separate Ways (Worlds Apart),Journey,1983,5.4,67,0.451,0.0188,0.962,3.17e-06,0,0.277,-3.947,0.0734,131.435,4,0.377,1
Jack-Ass,Beck,2004,4.2,29,0.714,0.163,0.555,0.0,2,0.0942,-6.664,0.0287,106.516,4,0.831,0
Joker & The Thief - Final Hour Mix,Wolfmother,2018,2.52,44,0.491,0.000236,0.592,0.0511,7,0.324,-8.804,0.0414,84.981,4,0.21,0
Please Bleed,Ben Harper And The Innocent Criminals,1999,4.63,31,0.646,0.0281,0.558,0.0842,2,0.118,-9.676,0.0335,121.895,4,0.458,0
Larger Than Life - Sin Sing Studio Mix,the feelers,2003,3.59,41,0.558,0.00573,0.938,0.0,2,0.131,-5.013,0.0949,169.99,4,0.752,0
Shot in the Dark,Ozzy Osbourne,1986,4.27,62,0.581,0.00835,0.791,6.02e-05,6,0.142,-7.262,0.0324,123.887,3,0.619,1
Between the Lines,Stone Temple Pilots,2010,2.84,36,0.46,2.56e-05,0.934,8.94e-06,0,0.376,-4.566,0.047,137.022,4,0.779,0
When the Children Cry,White Lion,1987,4.31,62,0.493,0.68,0.242,0.0,4,0.071,-13.593,0.0291,130.258,4,0.345,1
I Will Dare,The Replacements,1984,3.29,47,0.456,0.00157,0.857,0.0344,7,0.333,-5.854,0.0833,167.709,4,0.559,0
No Particular Place To Go,Chuck Berry,1964,2.72,62,0.596,0.425,0.791,0.000295,7,0.0886,-8.88,0.0446,129.237,4,0.98,1
Only Wanna Be with You,Various Artists,2020,3.83,0,0.49,0.105,0.873,5.17e-06,6,0.118,-5.861,0.0355,103.271,4,0.513,0
Original Sin,INXS,2011,5.31,43,0.689,0.0129,0.629,0.000213,9,0.0579,-7.262,0.0384,131.536,4,0.744,0
Sweet Thing - 1999 Remaster,Van Morrison,1968,4.43,63,0.518,0.23,0.385,0.000226,4,0.124,-14.636,0.0339,86.604,3,0.712,1
Ship of Fools,World Party,1987,4.47,51,0.638,0.082,0.869,0.000995,0,0.517,-4.867,0.0308,116.288,4,0.851,0
Ch-Check It Out,Beastie Boys,2004,3.21,56,0.795,0.0766,0.899,0.0,1,0.0852,-7.02,0.292,115.062,4,0.694,1
Dreams,Allman Brothers Band,1969,7.32,39,0.36,0.604,0.426,0.7,7,0.127,-14.435,0.0304,128.901,3,0.54,0
Walk,Pantera,1992,5.25,73,0.43,0.000155,0.704,0.00221,1,0.0933,-8.008,0.0804,118.242,4,0.703,1
Can't Hardly Wait - 2008 Remaster,The Replacements,1987,3.14,53,0.538,0.03,0.814,2.48e-06,2,0.114,-7.06,0.0526,141.256,4,0.58,1
Resistance,Muse,2009,5.78,63,0.467,0.0616,0.774,0.289,9,0.108,-6.569,0.0485,135.006,4,0.0916,1
We Used To Be Friends,The Dandy Warhols,2003,3.33,55,0.712,7.18e-05,0.665,0.192,6,0.306,-4.878,0.0266,105.284,4,0.594,1
"Radio, Radio",Elvis Costello & The Attractions,1978,3.1,47,0.595,0.138,0.869,2.78e-06,4,0.278,-4.812,0.0767,146.75,4,0.876,0
The Anthem,Good Charlotte,2002,2.92,74,0.494,0.00666,0.939,0.0,1,0.139,-3.127,0.126,177.751,4,0.893,1
No One's Gonna Love You (Stockholm Version),Band of Horses,2018,3.81,59,0.599,0.953,0.198,0.000127,1,0.0994,-8.557,0.0581,141.987,4,0.214,1
Lick It Up,KISS,1983,3.94,63,0.681,0.181,0.773,1.84e-05,2,0.311,-6.051,0.058,120.276,4,0.547,1
Fool's Overture,Supertramp,1977,10.88,55,0.406,0.313,0.306,0.0079,3,0.0727,-10.482,0.0372,135.272,4,0.073,1
You,Candlebox,1993,4.95,55,0.329,0.00789,0.861,2.88e-06,11,0.0844,-5.855,0.147,195.303,3,0.599,1
Soon,My Bloody Valentine,1991,6.98,44,0.425,6.64e-06,0.839,0.816,6,0.433,-12.391,0.0385,109.575,4,0.705,0
Down In It,Nine Inch Nails,1989,3.77,46,0.64,0.000324,0.713,0.593,4,0.139,-11.85,0.113,104.038,4,0.454,0
Oh Well (Pt. 1) - 2013 Remaster,Fleetwood Mac,1969,3.37,45,0.471,0.201,0.594,0.0949,0,0.145,-10.463,0.141,103.431,4,0.215,0
Legendary Child,Aerosmith,2012,4.22,35,0.43,0.00017,0.933,3.3e-05,9,0.259,-3.672,0.0519,110.18,4,0.345,0
Big Balls,AC/DC,1976,2.65,59,0.62,0.432,0.634,0.0,9,0.604,-6.324,0.198,107.066,4,0.415,1
Red Red Wine,UB40,2000,3.06,73,0.857,0.00414,0.468,1.32e-05,1,0.269,-8.53,0.0476,89.119,4,0.843,1
Sister Christian,Night Ranger,1983,5.05,63,0.448,0.147,0.35,2.27e-06,5,0.0842,-16.239,0.0393,177.279,4,0.234,1
Sugar,System Of A Down,1998,2.56,70,0.451,0.00167,0.889,0.00215,1,0.258,-2.693,0.261,131.073,4,0.586,1
Broken Home,Papa Roach,2000,3.71,49,0.577,0.00175,0.915,0.000585,6,0.0914,-5.034,0.0513,94.561,4,0.476,0
Victoria - Mono Mix,The Kinks,1969,3.67,50,0.48,0.0772,0.851,0.00787,7,0.0772,-3.931,0.0337,141.82,4,0.768,0
She's Leaving Home - Remastered 2009,The Beatles,1967,3.59,61,0.381,0.944,0.214,0.0,4,0.106,-11.629,0.0337,127.581,3,0.393,1
Bridge Burning,Foo Fighters,2011,4.77,57,0.42,2.86e-05,0.914,0.0282,6,0.22,-4.322,0.043,170.199,4,0.301,1
Don't Stay Home,311,2016,2.72,25,0.644,0.00954,0.825,0.0,6,0.0772,-7.547,0.0469,109.003,4,0.958,0
Even The Losers,Tom Petty and the Heartbreakers,2008,3.64,48,0.47,0.0107,0.703,0.00169,2,0.375,-8.223,0.0298,131.336,4,0.714,0
Easy,Faith No More,1992,3.12,68,0.506,0.339,0.554,0.000355,10,0.112,-6.743,0.0339,124.724,4,0.375,1
We've Only Just Begun,Carpenters,1970,3.07,60,0.373,0.749,0.287,9.41e-06,9,0.102,-13.461,0.0306,86.467,4,0.317,1
Achilles Last Stand - Remaster,Led Zeppelin,2007,10.51,45,0.329,0.0211,0.867,0.00856,2,0.134,-8.789,0.0506,145.81,4,0.315,0
Immortality - Remastered,Pearl Jam,1994,5.3,57,0.633,0.0798,0.543,0.00671,2,0.0964,-9.142,0.0296,129.089,4,0.118,1
"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,1990,4.31,76,0.52,0.34,0.652,5.49e-05,5,0.256,-6.655,0.0274,80.609,4,0.722,1
Y.m.c.a - Village People,Baby Land,2011,3.65,18,0.629,0.0439,0.868,0.0,6,0.125,-4.218,0.0412,124.908,4,0.714,0
It's My Life,The Animals,1965,3.13,46,0.551,0.000403,0.704,0.000104,1,0.0993,-4.798,0.0344,122.85,4,0.677,0
Ex-Girlfriend,No Doubt,2000,3.53,50,0.543,0.013,0.896,0.00173,4,0.199,-4.101,0.0892,173.135,4,0.647,0
Cold Shot,Stevie Ray Vaughan,1984,4.02,50,0.427,0.344,0.553,0.000956,6,0.227,-11.434,0.0405,109.629,4,0.674,0
Animal Nitrate,Suede,2010,3.48,28,0.243,0.538,0.907,0.0,6,0.0754,-4.842,0.0468,101.124,4,0.274,0
I Can't Tell You Why - 2013 Remaster,Eagles,1979,4.92,63,0.707,0.69,0.346,0.145,11,0.1,-12.397,0.0251,85.094,4,0.49,1
The Way,Fastball,1998,4.28,63,0.646,0.143,0.882,9.67e-06,6,0.335,-5.648,0.0346,120.837,4,0.908,1
